song_id,song_title,album_id,length_sec,explicit,key_signature,key_mode,tempo,time_signature,popularity
364,Put Your Records On,327,210,0,F#,minor,91,4,53
365,Raindrops Keep Fallin' On My Head,328,182,0,F,major,105,4,21
366,(They Long To Be) Close To You,329,276,0,G#,major,89,4,61
367,Stayin' Alive,330,285,0,A#,minor,104,4,77
368,A Horse with No Name,331,252,0,B,minor,123,4,77
369,Hotel California,332,391,0,D,major,123,4,82
370,More Than a Feeling,333,285,0,G,major,109,4,79
371,If You Leave Me Now,334,235,0,B,major,104,4,74
372,American Pie,335,517,0,E,minor,138,4,76
373,Boogie Wonderland,336,288,0,D,minor,132,4,73
374,Rich Girl,337,143,0,F,major,170,4,71
375,Le Freak,338,331,0,G,major,119,4,68
376,You Sexy Thing,339,245,0,F,major,106,4,71
377,Summer Breeze,340,205,0,F,major,89,4,60
378,What a Fool Believes,341,224,0,G#,minor,121,4,70
379,Band On The Run,342,313,0,G,major,125,4,72
380,You're so Vain,343,258,0,C,major,106,4,75
381,"Rocket Man (I Think It's Going To Be A Long, Long Time)",344,282,0,A#,major,137,4,81
382,Night Fever,330,212,0,C#,minor,109,4,72
383,Don't Stop 'Til You Get Enough,345,365,0,B,major,109,4,74
384,Rock the Boat,346,203,0,D#,major,107,4,61
385,My Sharona,347,295,0,C,major,147,4,73
386,Dreams,348,258,0,C,major,120,4,80
387,Avalanche,349,302,0,F,minor,92,4,52
388,Last Year's Man,349,360,0,D#,major,134,3,37
389,Dress Rehearsal Rag,349,366,0,B,minor,94,3,35
390,Diamonds in the Mine,349,231,0,A,major,137,4,36
391,Love Calls You By Your Name,349,341,0,C,major,77,4,35
392,Famous Blue Raincoat,349,311,0,A,minor,119,3,62
393,"Sing Another Song, Boys",349,374,0,G,major,119,3,34
394,Joan of Arc,349,389,0,G,major,119,3,35
395,International Dateline,350,257,0,G#,major,168,4,23
396,Destroy Everything You Touch,350,276,0,E,minor,120,4,41
397,High Rise,350,294,0,C#,major,148,4,19
398,Great Day,351,286,0,D#,minor,125,4,28
399,Outlaw,351,184,0,F,minor,160,4,28
400,Young and Wild,351,214,0,G#,major,126,4,18
401,Sail Into the Sun,352,239,0,C#,minor,103,4,18
402,My Lover,353,265,0,G#,minor,131,4,28
403,Underground,353,228,0,G,major,78,4,18
404,No One Sleeps When I'm Awake,353,264,0,F#,major,132,4,41
405,Girls on Film,354,213,0,G,major,132,4,60
406,Planet Earth,354,243,0,C,major,131,4,51
407,Anyone Out There,354,243,0,D,major,137,4,40
408,Careless Memories,354,236,0,A,major,161,4,42
409,Is There Something I Should Know?,354,250,0,G,major,125,4,32
410,The Night Boat,354,325,0,D,major,127,4,18
411,Sound of Thunder,354,246,0,G,major,127,4,19
412,Friends of Mine,354,344,0,E,minor,124,4,37
413,Tel Aviv,354,321,0,D,major,124,4,27
414,Rio,355,337,0,A,major,141,4,61
415,My Own Way,355,291,0,E,minor,124,4,42
416,Lonely in Your Nightmare,355,231,0,D,major,137,4,38
417,Hungry Like the Wolf,355,221,0,C,major,128,4,72
418,Hold Back the Rain,355,241,0,A,major,131,4,39
419,New Religion,355,332,0,D,major,126,4,41
420,Last Chance on the Stairway,355,261,0,D,major,137,4,36
421,Save a Prayer,355,333,0,A,minor,114,4,63
422,The Chauffeur,355,322,0,D,major,83,4,51
423,The Reflex,356,267,0,C,major,127,4,56
424,New Moon on Monday,356,259,0,G,major,122,4,38
425,(I'm Looking For) Cracks in the Pavement,356,219,0,C#,major,113,4,18
426,I Take the Dice,356,198,0,C,major,136,4,17
427,Of Crime and Passion,356,231,0,E,minor,143,4,29
428,Union of the Snake,356,260,0,B,minor,116,4,46
429,Shadows on Your Side,356,244,0,G,major,138,4,36
430,Tiger Tiger,356,201,0,A,minor,172,4,35
431,The Seventh Stranger,356,324,0,A,minor,86,4,36
432,"The Wild Boys - Live at Oakland Coliseum, Oakland, CA, 14/04/1984",357,259,0,B,minor,116,4,51
